id;cod_entrada;cod_saida;cliente;descricao;Beneficiamento;Setor;und;Peso;Valor_Unit;
5145;0179.R10000000;0179.R10000000;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA DE SOLDA C/ GUIA;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,005;1,13;
5146;0029.R10000000;0029.R10000000;NUTEP SA INDUSTRIA METALURGICA;PORCA REDONDA DE FLANGE C/ SOLDA;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,005;1,13;
5148;AE020212004P_EST;AE020212004P;***AETHRA SISTEMAS AUTOMOTIVOS S.A;FLOW GUIDE BOCAL 3410 ESTAMPADO;ESTANHO AÇO - RM;RM - ESTANHO;PC;0,073;1,01;
5149;0237.R32000000;0237.R32000000;NUTEP SA INDUSTRIA METALURGICA;PORCA REDONDA DE SOLDA C GUIA M10;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,034;1,13;
5150;57200592;57200592;IOCHPE MAXION S/A;SUPORTE CENTRAL UREIA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,436;0,00;
5151;0086.R10000000;0086.R10000000;NUTEP SA INDUSTRIA METALURGICA;PORCA QUADRADA DE SOLDA C/GUIA M6;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,004;1,13;
5152;30011950200;30011950200;IOCHPE MAXION S/A;DOBRADIÇA FIXA LE ESTAMPADA;ZN IRIDESCENTE TRIVALENTE - EA1;RM - DECAPAR;PC;0,205;0,00;
5153;139C5312P1F;139C5312P1F;ABB ELETRIFICACAO LTDA;LINE STRAP AQ BENEFICIADO;ESTANHO LATÃO - RM;ESTACIONARIO I;PC;0,006;7,77;
5154;208C3599P1F;208C3599P1F;ABB ELETRIFICACAO LTDA;BLADE AQ;ESTANHO LATÃO - RM;RM - ESTANHO;PC;0,038;0,00;
5155;569B580P1F;569B580P1;ABB ELETRIFICACAO LTDA;STAB;PRATEAGEM - RM;RM - ESTANHO;PC;0,002;9,29;
5156;PF0P36137-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M12-1.75(6H) PO SEXT SOLDA;DECAPAR E OLEAR - RM;RM - PRATA;KG;0,035;1,01;
5157;52205160P_SD;52205160P;***AETHRA SISTEMAS AUTOMOTIVOS S.A;SD FLOW GUIDE BOCAL 358 SOLDADO;ESTANHO AÇO - RM;RM - ESTANHO;PC;0,075;1,01;
5160;25491030;25491030;IOCHPE MAXION S/A;SUPORTE TERRA AS;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,024;0,42;
5162;715605;97619A0;CISER FIXADORES AUTOMOTIVOS SA;POSXDPAC G5 UNF 5/8;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,053;2,49;
5163;57200588;57200588;IOCHPE MAXION S/A; SUPORTE FIXACAO TUBO DO MOTOR;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,027;0,00;
5164;57200569;57200569;IOCHPE MAXION S/A;SUPORTE ESTAMPADO AFM 363;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,565;0,00;
5165;57200570;57200570;IOCHPE MAXION S/A;SUPORTE SONDA LAMBDA ESTAMPADO;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,075;0,00;
5166;715395;1A00302200;CISER FIXADORES AUTOMOTIVOS SA;COLAR MBTCH- BR12 AC MAG(CO);ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;KG;0,033;2,22;
5168;57200450;57200450;IOCHPE MAXION S/A;CONJ. CARCACA SOLDADO;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,589;0,00;
5169;0060.R31010000;0060.R31010000;NUTEP SA INDUSTRIA METALURGICA;PORCA QUADRADA  DE SOLDA M10X15;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,012;1,13;
5170;PF0P31061-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6X1.0(6H) PORCA SEXT FL;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,004;2,30;
5171;57200454;57200572;IOCHPE MAXION S/A;BATENTE DO BANCO LD REBITADO 363;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;PC;0,260;0,89;
5172;17.3;17.3;INDUSTRIAL ATILLA LTDA;TUBOS DE GAS 180MM;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;KG;0,000;0,00;
5174;0248.R06010000;0248.R06010000;NUTEP SA INDUSTRIA METALURGICA;PORCA QUADRADA DE SOLDA M5;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,002;1,13;
5175;PF0P60126-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M10-1,50-6GX45 SX;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;KG;0,035;2,84;
5176;AE020206010C;AE020206010C;***AETHRA SISTEMAS AUTOMOTIVOS S.A;FLOW GUIDE CONFORMADO 265 3;ESTANHO AÇO - RM;RM - ESTANHO;PC;0,037;0,77;
5177;AE020206010P_EST;AE020206010P;***AETHRA SISTEMAS AUTOMOTIVOS S.A;FLOW GUIDE CONFORMADO 2650 ESTAM;ESTANHO AÇO - RM;RM - ESTANHO;PC;0,037;0,77;
5178;0327.R31010000;0327.R31010000;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA  FLANGE M10;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,022;1,13;
5179;25183328;25183328;IOCHPE MAXION S/A;BATENTE ANTERIOR PORTA ANTERIOR;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,028;0,38;
5180;25183330;25183330;IOCHPE MAXION S/A;BATENTE POSTERIOR PORTA ANTERIOR;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,028;0,38;
5181;30010050300;30010050300;IOCHPE MAXION S/A;SUPORTE DIFERENCIAL MT ESAMP. 5215562;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,178;0,00;
5182;0222.S20010000;0222.S20010000;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA DE FLANGE 8E;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,008;1,13;
5183;715761;97621A1;CISER FIXADORES AUTOMOTIVOS SA;PAS 4PJES AC 8.8 M8X1,25X25 RI DEOL(CO);DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,013;0,86;
5184;0165.R11003500;0165.R11003500;NUTEP SA INDUSTRIA METALURGICA;PORCA QUADRADA DE SOLDA M6;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,003;1,13;
5185;57200499;57200499;IOCHPE MAXION S/A;SUPORTE;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;PC;0,157;0,00;
5186;0234.R10000000;0234.R10000000;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA DE FLANGE M6;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,014;1,13;
5187;715615;87911A0;CISER FIXADORES AUTOMOTIVOS SA;PO SX FL DE AC M5X0,8 CH;ZINCO PRETO TRIVALENTE + SELANTE - RA1;ROTATIVO I;KG;0,002;5,56;
5190;715697;97620 A1;CISER FIXADORES AUTOMOTIVOS SA;PA SD AC 8.8 M6X1X23;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,011;1,05;
5191;57200508;57200508;IOCHPE MAXION S/A;SUPORTE TETO ROSQUEADO;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;PC;0,020;0,00;
5192;AE020201050CS;52223412;***AETHRA SISTEMAS AUTOMOTIVOS S.A;GUIA DE FLUXO SOLDADO;ESTANHO AÇO - RM;RM - ESTANHO;PC;0,055;1,01;
5193;0351.R20010000;0351.R20010000;NUTEP SA INDUSTRIA METALURGICA;PORCA REDONDA DE SOLDA C/ GUIA M8;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,015;1,13;
5194;0349.R21010000;0349.R21010000;NUTEP SA INDUSTRIA METALURGICA;PORCA REDONDA DE SOLDA M8;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;KG;0,013;3,03;
5195;PF0P36139-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M8-1.25 PORCA CIL SOLDA 8 SD;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,013;1,01;
5196;57210005;57200062;IOCHPE MAXION S/A;DOBRADICA FIXA OLHAL SOLDADO LD 178;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;PC;0,236;0,73;
5197;PF0P31113-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6X1.0-6H SEXT FL = P31103;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;KG;0,003;3,75;
5198;0124.R20000000;0124.R20000000;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA M8;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,013;1,13;
5199;0112.R87003500;0112.R87003500;NUTEP SA INDUSTRIA METALURGICA;PORCA QUADRADA DE SOLDA 7/16;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,018;1,13;
5200;0255.R05000000;0255.R05000000;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA DE SOLDA M5;ZN SEM PASSIVAÇÃO - RA1;ROTATIVO I;KG;0,005;2,84;
5201;208C3560P3;208C3560P3;ABB ELETRIFICACAO LTDA;MAGNETO 35-60A;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;PC;0,003;4,92;
5202;PF0P36122-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M12-1,75(6H) PO SEXT FLANGE R10;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,024;2,90;
5204;716102;97624A0;CISER FIXADORES AUTOMOTIVOS SA;POSXSD M5X0,8-6H CHV13;ZN SEM PASSIVAÇÃO - RA1;ROTATIVO I;KG;0,005;2,66;
5205;PF0P14831-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M12-1,5X26 SOLDA (6G);DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,035;0,91;
5208;0196.R21000000;0196.R21003500;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA DE FLANGE M8;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;KG;0,011;3,03;
5209;PF0P36124-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M14-2,00(6H) PO SEXT FLANGE;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,031;3,28;
5212;PF0P11430-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;BUCHA 28,0X18,0X72,00;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,204;1,01;
5213;0246.R10000000;0246.R10000000;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA SOLDA M6;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,005;1,13;
5215;AE40066049;22895934;FLAMMA AUTOMOTIVA SA;SUBCJ SUPORTE COM GANCHO;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;PC;0,129;0,60;
5218;10055226P1;10055226P1B;ABB ELETRIFICACAO LTDA;TERMINAL EM COBRE;ESTANHO COBRE - RM;RM - DECAPAR;KG;0,023;7,77;
5221;0099.R30000000;0099.R30000000;NUTEP SA INDUSTRIA METALURGICA;PORCA QUADRADA DE SOLDA M10;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,013;1,13;
5222;0166.R63000000;0166.R63000000;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA DE SOLDA M16;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,061;1,13;
5223;0099.R36000000;0099.R36000000;NUTEP SA INDUSTRIA METALURGICA;PORCA QUADRADA DE SOLDA M10;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,012;1,13;
5224;PF0P21237-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M18-1,5X13,0 BUJAO CONICA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,014;4,06;
5225;57200234;57200234;IOCHPE MAXION S/A;REFORCO DOBRADICA MOVEL FLP SOLDADO LD;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;PC;0,202;0,00;
5226;0194.R42000000;0194.R42000000;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA M12;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;KG;0,015;3,03;
5228;57200586;57200586;IOCHPE MAXION S/A;SUPORTE VAO MOTOR TRATADO;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,110;0,00;
5229;57200591;57200591;IOCHPE MAXION S/A;SUPORTE CABO DE VELAS ZINCADO;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;PC;0,089;1,00;
5230;50048463311;50424673310;IOCHPE MAXION S/A;TUBO DOBRADICA LD;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;1,261;3,86;
5231;50048703311;50424663310;IOCHPE MAXION S/A;TUBO DOBRADICA LE;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;1,261;3,86;
5232;50045271314;50437401332;IOCHPE MAXION S/A;PINO 16X69,45 8.8;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;PC;0,063;0,17;
5233;50040902915;50437391332;IOCHPE MAXION S/A;PINO ESFERICO MAIOR 8,8 8X59,8;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;PC;0,025;0,40;
5235;519466871;519466871Z;NEO STEEL S.A;PIASTRA SUPORTO TAMP. SOSP. DX;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;1,323;4,28;
5236;519466881;519466881Z;NEO STEEL S.A;PIASTRA SUPORTO TAMP. SOSP SX;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;1,323;4,28;
5240;716179;97623A1;CISER FIXADORES AUTOMOTIVOS SA;PA SD AC 8.8 M6X1X28 MPOINT DEOL;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,012;1,21;
5241;2004010002;2004010002;CICLOPE COMPONENTES AUTOMOTIVOS LTDA;ASSENTO DA MOLA DE SUSPENSÃO 213 - 1;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,496;0,00;
5242;57301365;57301365;IOCHPE MAXION S/A;EXTENSAO ENTRADA DE AR ESTAMP;DECAPAR E OLEAR - RM;RM - DECAPAR;PC;0,113;0,00;
5243;0255.R5003500;0255.R5003500;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA DE SOLDA C/GUIA M;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,006;1,13;
5245;5070306;57200006;USINAGEM CASTRO LTDA;TIRANTE M64X3,0X1070;FOSFATO DE ZINCO OLEADO;FOSFATO;PC;26,500;87,50;
5246;57200502;57200502;IOCHPE MAXION S/A;REFORÇO TETO;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;PC;0,035;0,00;
5255;PF0P36020-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6X1,0-6H PORCA CILINDRICA;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,007;1,15;
5256;57200501;57200501;IOCHPE MAXION S/A;REFORCO DO TETO;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;PC;0,018;0,00;
5257;0107.R21003500;0107.R21003500;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA M8;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,009;1,13;
5258;0139.R20000000;0139.R20000000;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVDA M8;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,007;1,13;
5259;52209587E;52209587;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;FLOW GUIDE 265 ESTAMPADO;ESTANHO AÇO - RM;RM - ESTANHO;PC;0,038;0,77;
5260;749004;749004;USIMETAL INDUSTRIAL LTDA.;52213984 - PINO ESFERICO (USM-179);ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,018;0,13;
5261;PF0P47145-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5-0,8X16 BOTÃO TORX 58;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;KG;0,006;8,11;
5262;PF0P66733-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M12-175X40,0 SEXTAVADO 88;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;KG;0,045;3,35;
5263;0209.R31010000;0209.R31010000;NUTEP SA INDUSTRIA METALURGICA;PORCA CONICA REDONDA M10;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,020;1,13;
5264;57301425;57301425;IOCHPE MAXION S/A;SUPORTE REFORÇO LE;DECAPAR E OLEAR - RM;RM - DECAPAR;PC;0,405;0,00;
5265;57301424;57301424;IOCHPE MAXION S/A;SUPORTE REFORÇO LD;DECAPAR E OLEAR - RM;RM - DECAPAR;PC;0,407;0,00;
5266;192A7760P1;192A7760P1;ABB ELETRIFICACAO LTDA;COMPONENTE DE DISJUNTOR RESIDENCIAL;PRATEAGEM - RM;RM - PRATA;KG;0,006;9,29;
5268;PF0P67052-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M12-1,50X30 SEXTAVADO;FOSFATO DE ZINCO OLEADO;FOSFATO;KG;0,039;0,89;
5269;716446;97630A1;CISER FIXADORES AUTOMOTIVOS SA;PASD3PJOB AC 8.8 M8X1,25X18;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,009;1,10;
5270;762;505023863;USILIDER USINAGEM DE METAIS LTDA;INSERTO 505023863;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,001;0,00;
5273;716558;97635 A1;CISER FIXADORES AUTOMOTIVOS SA;PASD3PJES AC 8.8 M10X1,25X28;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,021;1,10;
5274;PF0P40412-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;TSU1 PST4,8-1,6X13F PAN;ZN IRIDESCENTE TRIVALENTE + DSH - RA1;ROTATIVO I;KG;0,003;4,11;
5282;PF0P60532-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA; M6-1,0X14(6G)SX;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,009;3,41;
5283;0356.R51010000;0356.R51010000;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA SOLDA M14;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,020;1,13;
5284;716560;97636A1;CISER FIXADORES AUTOMOTIVOS SA;PA SD 3PJ ES AC 8.8 M6X1X20 RI DEOL (AM);DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,006;1,10;
5285;AE020120015E;AE020120015;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;SUPORTE CABO 2 ESTAMPADO*;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;PC;0,032;0,28;
5286;V40538000;V40538000;DN AUTOMOTIVOS BRASIL LTDA;SUPORTE ESTR. SUPERIOR 5510;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,565;0,42;
5287;709381;95293 A1;CISER FIXADORES AUTOMOTIVOS SA;PRI 8.8 M6X1X30 RP 12;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,005;3,28;
5288;AE020120025E;AE020120025;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;REFORCO TE ESTAMPADO*;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,041;0,31;
5289;AE020120027E;AE020120027;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;REFORCO DE ESTAMPADO*;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,037;0,31;
5291;PF0P47144-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1,00X22,0 CIL RECART SEXT;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;KG;0,007;3,70;
5292;AE020120004E;AE020120004;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ANEL CRAVADO*;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,082;0,64;
5293;AE020201050CS;52223412;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;GUIA DE FLUXO SOLDADO*;ESTANHO AÇO - RM;RM - ESTANHO;PC;0,055;1,01;
5294;519569630;519569630;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;BLOCO P FUNDO DE APOIO  DO FAROL;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;PC;0,242;0,32;
5295;AE020120033CS;AE020120033;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;SUPORTE FILTRO COMPLETO*;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;PC;0,034;0,50;
5296;CO3480;CO3480;METAL STAMP COMERCIO E INDUSTRIA LTDA;FLANGE SUPERIOR UPPER CUP 3438850;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;PC;0,070;0,80;
5297;AE020120037E;AE020120037;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;SUPORTE CABO 1 ESTAMPADO*;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,064;0,56;
5298;798121;97202A3;CISER FIXADORES AUTOMOTIVOS SA;PASD 3PJOB AC 8.8 M6X1X30 RI ZIT;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,007;3,28;
5300;785147;96252A1;CISER FIXADORES AUTOMOTIVOS SA;PASX AC 5.8 M6X1X18 RI BCT;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,006;3,28;
5301;PF0P43919-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA; ST 4.2-1.4X8.5C PAN. PHS. ZN INC;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;KG;0,001;3,74;
5302;794A593P2;794A593P2F;ABB ELETRIFICACAO LTDA;PLACA METALICA DE FIXAÇÃO;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;KG;0,002;3,93;
5303;CO3490;CO3490;METAL STAMP COMERCIO E INDUSTRIA LTDA;FLANGE INFERIOR LOWER CUP;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;PC;0,073;0,80;
5306;AE020120024E;AE020120024;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;REFORCO TD ESTAMPADO*;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,043;0,37;
5307;0167.R11003500;0167.R11003500;NUTEP SA INDUSTRIA METALURGICA;PORCA QUADRADA SOLDA M6;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,002;1,13;
5311;716483;97632 A1;CISER FIXADORES AUTOMOTIVOS SA;PA MQ PN T40 AC 8.8 M6X1X14;ZN IRIDESCENTE TRIVALENTE + DSH - RA1;ROTATIVO I;KG;0,006;3,59;
5312;52205160P;52205160;***AETHRA SISTEMAS AUTOMOTIVOS S.A;FILLER HEAD CONFORMADO 358;ESTANHO AÇO - RM;RM - ESTANHO;PC;0,075;1,01;
5313;286A8634P2;286A8634P2;ABB ELETRIFICACAO LTDA;TERMINAL ELETRICO;ESTANHO ALUMINIO - RM;RM - ESTANHO;KG;0,002;13,69;
5314;CO7178E;CO7178Z;METAL STAMP COMERCIO E INDUSTRIA LTDA;SUPORTO REAZIONE;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,371;0,90;
5315;CO8327E;3058327001;METAL STAMP COMERCIO E INDUSTRIA LTDA;SUPORTO REAZIONE;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,365;0,90;
5316;0140.R20000000;0140.R20000000;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA DE FLANGE C/ SOLD;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,000;1,13;
5317;CO4035;CO4035Z;METAL STAMP COMERCIO E INDUSTRIA LTDA;TERMINAL AJUSTAVEL TIRANTE;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;PC;0,063;0,43;
5318;CO2910;CO2910Z;METAL STAMP COMERCIO E INDUSTRIA LTDA;OLHAL TIRANTE;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;PC;0,044;0,43;
5319;172021709CS;172021709R;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;SUPORTE TANQUE COMPLETO*;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,153;0,56;
5320;123165238RE;123165238R;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ANEL DE TRAVAMENTO ESTAMPADO*;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,127;0,80;
5321;57200458;57200458;IOCHPE MAXION S/A;BRACO MOVEL LD TRAT SUPERF;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,353;0,00;
5322;57200457;57200457;IOCHPE MAXION S/A;BRACO MOVEL LE TRAT SUPERF;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,353;0,00;
5323;57200404;57200404;IOCHPE MAXION S/A;BRACO DE ARTICULACAO TRAT SUPERFICIAL;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,652;0,00;
5324;57200233;57200233;IOCHPE MAXION S/A;DOBRADICA FIXA FLP TRATA SUPERFICIAL LE;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;PC;0,332;0,00;
5325;2R2813519E;2R2.813.519;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;REFORÇO ESQ./DIR*;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;1,149;6,13;
5327;716834;97644A1;CISER FIXADORES AUTOMOTIVOS SA;COLAR BTC5-R10 GAHL;COBREAGEM - RM;RM - COBRE;KG;0,002;5,52;
5328;95900100;95900100;CIA. INDUSTRIAL H. CARLOS SCHNEIDE;SELANTE NANOCERAMICO (NANOMATE 1710);SELANTE NANOMATE;ROTATIVO II;KG;0,000;0,00;
5329;795822;1A00403200;CISER FIXADORES AUTOMOTIVOS SA;PI BT BR10-14 AC 5/16X1.3/4;ZN INCOLOR TRIVALENTE + DSH + SELANTE - RA1;ROTATIVO I;KG;0,022;3,46;
5330;77391690;465295260;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;SUPORTE FIX. TUBOS*;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,149;0,47;
5331;716849;97649 A1;CISER FIXADORES AUTOMOTIVOS SA;PA SD 3PJES AC 8.8 M6X1X12,2;ZN NIQUEL SEM PASSIVAÇÃO - RA2;ROTATIVO II;KG;0,004;7,44;
5332;2R2.831.331E;2R2.831.331;AETHRA POUSO ALEGRE;REFORCO DA DOBRADICA LE/LD;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;1,557;5,32;
